title,month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Baby signing time Volume 3 A new day",9,4,15,57,419,16
"Sid the science kid Sids sing along",9,4,15,57,782.42083,8
"Activity TV Halloween Vol 3",9,4,16,3,745.59416,19
"Activity TV Science",9,4,16,8,507.1,24
"Meet the shapes",9,4,16,9,516.15,13
"animated Passion for the whole family",9,4,16,11,232.96,19
"Wiggles Getting strong",9,4,16,13,782.42083,12
"Vincent Van Gogh",9,4,16,13,759.9492,10
"Wiggles Lets eat",9,4,16,14,782.42083,12
"Rock n learn Human body",9,4,16,16,612,13
"Taste my world",9,4,16,16,612.87,13
"Touch my world",9,4,16,16,612.88,13
"Elmos world Food water exercise",9,4,16,18,613.7042,13
"Learn Chinese lets go to market in China",9,4,16,18,495.18342,13
"Sid the science kid Weather kid Sid",9,4,16,28,551.5,13
"Advent calendar on DVD",9,4,16,30,242.33,19
"Kidz bop Dance moves",9,4,16,41,793.3,4
"Silly songs sing a long",9,4,16,41,782.42083,4
"Math is everywhere",9,4,16,42,511.322,18
"Lots lots of jets and planes Vol 3 Jumbo jets in action",9,4,16,43,629.13334,14
"Globe toddlers Adventures in France",9,4,16,50,448.2421,8
"Italian Disc 2 Wake up smiling",9,4,16,53,458.3421,8
"Japanese Disc 1 Eating and drinking",9,4,16,54,495.68342,11
"French Disc 4 In my home",9,4,16,54,448.3421,14
"German for babies toddlers and preschoolers Disc 2 Wake up smiling",9,4,16,54,438.3421,8
"Japanese Disc 3 Playtime",9,4,16,54,495.68342,11
"Lyric language French",9,4,16,54,448.3421,8
"Italian Disc 3 Playtime",9,4,16,54,458.3421,8
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",9,4,16,54,438.3421,8
"French Disc 6 I can count",9,4,16,54,448.3421,14
"French Disc 5 Happy sad and silly",9,4,16,55,448.3421,8
"Italian Disc 1 Eating and drinking",9,4,16,55,458.3421,8
"German for babies toddlers and preschoolers Disc 3 Playtime",9,4,16,55,438.3421,8
"Japanese Disc 2 Wake up smiling",9,4,16,57,495.68342,11
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",9,4,17,25,438.3421,11
"world of learning Volume 1",9,4,18,23,629.2222,29
"Meet the numbers",9,4,18,40,372.72,13
"Mighty machines Ships ahoy Super machines Ohâ du bateau",9,4,18,55,623.82,29
"Schoolhouse rock Science",9,4,18,56,500,19
Japan,9,4,18,56,915.2,14
"Kid guides Zoos",9,4,18,57,590.7373,19
"Mighty machines Machines on the job",9,4,18,57,621.8,29
"Daring kids",9,4,18,59,649.1,19
"Kid guides Museums",9,4,19,2,507.4,34
"This fragile planet preserving nature and balancing the environment",9,4,19,2,304.2083,7
"Swingset mamas swing dance and sing",9,4,19,8,782.42083,7
"Meet the letters",9,4,19,8,428.13,21
"way things work Flight",9,4,19,8,629.13,11
"Metal monsters",9,4,19,12,621.86,21
"Sid the science kid Gizmos and gadgets",9,4,19,25,621.8,21
"Signing time Volume 3 Everyday signs",9,4,19,41,419.7,6
"Arctic tale",9,5,10,10,599.786,8
"Lets hear it for the Laurie Berkner Band",9,5,11,25,782.42083,10
"Meet the colors",9,5,11,25,535.6,10
"Fairy dancing",9,5,11,25,791.4372,10
"Silly songs sing a long",9,5,11,25,782.42083,10
"Meet the numbers",9,5,11,25,372.72,10
"Sid the science kid Sids sing along",9,5,11,26,782.42083,10
"Pond river",9,5,11,36,577.636,20
"Families of Mexico",9,5,11,59,972.0836,15
"Prehistoric park",9,5,12,17,567.9,7
"Schoolhouse rock",9,5,12,20,372,13
"School house rock Money rock",9,5,12,21,332.024,13
Israel,9,5,13,12,956.94,13
"Sports games",9,5,13,12,796,13
"Activity TV Magic Vol 1",9,5,13,12,793.8,13
"All about John Deere Big forestry and construction machines only",9,5,13,14,629.225,4
"art of knitting 4 kids",9,5,13,16,746.432,15
"American Sign Language for kids Beginner level 1 volume 1",9,5,13,39,419.7,4
"Teaching signs for baby minds 1 Everyday signs",9,5,13,39,419.7,4
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",9,5,13,40,468.24,22
"Mister Maker I have an idea",9,5,13,40,745.5,22
"French Disc 6 I can count",9,5,13,41,448.3421,22
"Muzzy French",9,5,14,1,448.3421,12
"Wiggles Here comes the big red car",9,5,14,4,782.42083,8
"ultimate collection",9,5,14,51,629.04,14
"Lots lots of trains Vol 2 Thunder on the tracks",9,5,14,51,625.2,14
"Who lives in the sea",9,5,14,52,591.77,18
"Sing hoot howl with the Sesame Street animals",9,5,15,1,782.42083,6
Reptiles,9,5,15,1,597.9,18
"Jesus movie",9,5,15,2,232.901,10
"Whats in the Bible 2 Let my people go",9,5,15,9,222.12,10
"Sid the science kid Feeling good inside and out",9,5,15,9,613.0432,12
"Sid the science kid Sid in motion",9,5,15,9,500,9
"Sid the science kid Sids backyard campout",9,5,15,9,796.54,9
YogaKids,9,5,15,10,613.7042,7
"Kung fu for kids",9,5,15,15,796.8159,23
"Living room magic Volume 1",9,5,15,18,793.8,23
"Rock mineral",9,5,15,20,552.06,14
"Prehistoric life",9,5,15,20,576.8,14
"Mighty machines Mega pack",9,5,15,42,629.225,22
"Mandarin Chinese Disc 4 In my home",9,5,15,43,495.13421,14
"Japanese Disc 2 Wake up smiling",9,5,15,43,495.68342,14
"Spanish Disc 4 In my home",9,5,15,43,468.3421,14
"So you want to be president and more stories to celebrate American history",9,5,15,49,352.23709,21
"Eyewitness Planets",9,5,16,5,523.4,12
"French Disc 4 In my home",9,5,16,11,448.3421,14
"Baby animals",9,5,16,13,599.5,14
"Families of Israel",9,5,16,14,956.54,14
"Lots lots of jets and planes Vol 1 Thunder in the skies",9,5,16,14,629.13334,14
"French Disc 6 I can count",9,5,16,14,448.3421,14
"Mandarin Chinese Disc 4 In my home",9,5,16,17,495.13421,14
"Italian Disc 6 I can count",9,5,16,19,458.3421,14
"Arctic Antarctic",9,5,16,19,508.98,13
"Yay Planes",9,5,16,20,629.1333,11
"Fun with dance",9,5,16,43,796.13,12
"Im a potty princess potty training for girls",9,5,16,44,649.62,12
India,9,5,16,44,954,12
Horse,9,5,16,44,636.1,12
"Here come the ABCs",9,5,16,44,782.42083,12
"Lots lots of jets and planes Vol 3 Jumbo jets in action",9,5,16,44,629.13334,12
"Kristens fairy house",9,5,17,15,595.789,29
"Loose at the zoo",9,5,17,24,590.73,5
"Signing time Volume 6 My favorite things",9,5,17,26,419.7,9
"Tengo hambre I am hungry",9,5,17,26,468.34,9
"Meet the numbers",9,5,17,27,372.72,9
"Meet the phonics Letter sounds",9,5,17,27,372.465,9
"Wiggles Celebration",9,5,17,29,782.42083,19
"Cantos y rimas Nursery songs rhymes",9,5,17,38,782.42083,5
"Sid the science kid Sids sense ational adventures",9,5,17,39,500,8
Nutcracker,9,5,18,5,792.842,14
"Mighty machines Tremendous tools",9,5,18,6,621.8,15
"Mighty machines Lights ladders",9,5,18,6,629.224,17
"Schoolhouse rock Multiplication rock",9,5,18,36,513.213,14
"Spanish 1 Eating and drinking",9,5,19,9,468.3421,13
"magic school bus Sea and stars",9,5,19,15,500,5
"best of the best of the Electric Company",9,5,19,17,372.414,12
"Im a potty pirate potty training for boys",9,5,19,28,649.62,11
"Sid the science kid Sids sense ational adventures",9,5,19,28,500,10
"Shalom sesame Volume 10 The sticky shofar",9,6,10,27,394.267,15
"animated Passion for the whole family",9,6,11,34,232.96,5
"Easter story",9,6,11,39,232.96,5
"Zoboomafoo Wild creatures furry fashion",9,6,11,39,590,17
"Classical baby The music show",9,6,11,39,780.83,17
"Baby see n sign Vol 1 Object word association",9,6,11,40,649.122,17
"ultimate collection",9,6,12,0,629.04,10
"Snowplows on patrol",9,6,12,1,625.763,10
"Yay Planes",9,6,12,1,629.1333,10
YogaKids,9,6,12,43,613.7042,14
"basic math word problem tutor 8 hour video course",9,6,12,47,519.076,33
"Decimals percents",9,6,12,47,513.265,33
Money,9,6,12,47,332.4,15
"I am not a target",9,6,12,47,362.88083,15
"Signing time Volume 5 ABC signs",9,6,12,52,419.7,18
"German for babies toddlers and preschoolers Disc 2 Wake up smiling",9,6,12,55,438.3421,5
"Mighty machines Big wheels rollin",9,6,12,55,629.225,7
"Bugz from a bugs eye view",9,6,13,45,595.7,9
"Storyland yoga",9,6,13,55,613.7046,10
"Preschool fun Letters numbers",9,6,13,55,201,7
"magic school bus Space adventures",9,6,14,7,523,25
"Predator and prey",9,6,14,10,591.53,6
Monster,9,6,14,10,591.65,6
Fish,9,6,14,10,597,6
"How things work",9,6,14,11,621.8,6
"Adventures of monkey king 1 The making of monkey king",9,6,14,58,398.20951,7
"All about earthquakes",9,6,15,11,551.22,10
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",9,6,15,15,438.3421,10
"German for babies toddlers and preschoolers Disc 2 Wake up smiling",9,6,15,15,438.3421,10
"German for babies toddlers and preschoolers Disc 4 In my home",9,6,15,15,438.3421,10
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",9,6,15,15,438.3421,10
"German for babies toddlers and preschoolers Disc 3 Playtime",9,6,15,15,438.3421,10
"Nursery tap hip to toe Vol 2 Ballet",9,6,15,19,792.7,28
"Totally tropical rain forest",9,6,15,19,591.96,22
"Dino world",9,6,15,19,567.9,22
"Shalom Sesame Volume 6 Be happy its Purim",9,6,15,26,296.436,5
"Wiggles Celebration",9,6,15,28,782.42083,9
"ballerina me",9,6,15,32,792.8,10
"Shalom sesame Volume 7 Its Passover Grover",9,6,15,33,296.437,5
"Animal atlas Animal ABCs",9,6,15,40,421.1,9
"Rock n learn Alphabet circus",9,6,15,40,372.465,9
"Around the world",9,6,15,42,305.8,14
"Sid the science kid Sid in motion",9,6,15,44,500,14
"Families of Puerto Rico",9,6,15,49,972.95,10
"Signing time Volume 4 Family feelings and fun",9,6,15,50,419.7,7
"Teaching signs for baby minds 3 Dictionary alphabet",9,6,15,50,419.7,9
"Drawing power Vol 2 Ultimate dinosaur drawing",9,6,15,59,743.6,14
"Peep and the big wide world Peeps new friends",9,6,16,1,372.35,14
"animated Passion for the whole family",9,6,16,1,232.96,15
"Buster loves music",9,6,16,4,780,14
"Early start Mandarin Chinese Volume 5 Sports and games",9,6,16,9,495.18342,35
"Activity TV Origami",9,6,16,11,736.982,14
"Activity TV Paper airplanes",9,6,16,11,745.592,14
Amphibian,9,6,16,18,597.8,7
"Animal atlas Creepy creatures",9,6,16,19,590,11
"Pond river",9,6,16,30,577.636,7
YogaKids,9,6,16,32,613.7042,10
"Signing time Volume 2 Playtime signs",9,6,17,3,419.7,7
"Wild about safety Safety smart goes green",9,6,17,3,363.7,8
"Kick to get fit Jr for kids",9,6,17,3,613.71,8
Gravity,9,6,17,6,531.14,18
"Mandarin Chinese 3 Playtime",9,6,17,9,495.13421,34
Seashore,9,6,17,9,578.7699,18
"Dive into diversity",9,6,17,9,591.77,18
"Mandarin Chinese Disc 6 I can count",9,6,17,9,495.13421,34
"Signing time Volume 4 Family feelings and fun",9,6,17,10,419.7,7
"Arctic tale",9,6,17,13,599.786,22
"Shakespeare the animated tales Volume 3",9,6,17,14,822.33,6
"Signing time Volume 7 Leahs farm",9,6,17,17,419.7,12
"Sid the science kid Sids sing along",9,6,17,18,782.42083,23
"Lots lots of trucks Vol 1 Hard workin trucks",9,6,17,20,629.224,27
"Advancing the skills",9,6,17,21,796.3342,11
"Eyewitness Planets",9,6,17,22,523.4,10
"So you want to be president and more stories to celebrate American history",9,6,17,25,352.23709,23
"Lots lots of playful penguins and their toe tappin feet",9,6,17,26,598.47,11
"John Deere action 3",9,6,17,27,629.2252,12
"John Deere earth mover action",9,6,17,27,629.225,12
"Mighty machines Big wheels rollin",9,6,17,33,629.225,18
"Mighty machines Boats to the rescue",9,6,17,33,621.865,18
"Prehistoric park",9,6,17,37,567.9,26
"Wiggles Ukulele baby",9,6,17,46,791.42083,16
"Just kickin it",9,6,17,48,796.3342,11
"Families of Ghana",9,6,17,49,966.7,20
"Polar prowl",9,7,11,40,591.70911,10
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",9,7,11,41,492.7071,10
"Shalom Sesame Volume 4 Grover plants a tree",9,7,11,41,296.43,10
"Puppy plays the classics",9,7,11,41,781.68,10
"Arabic for babies toddlers and preschoolers Disc 3 Playtime",9,7,11,41,492.7071,10
"Why Guy questions a firefighter",9,7,11,43,628.925,10
"Wild about safety Safety smart about fire",9,7,11,46,363.377,11
"Mighty machines Mega pack",9,7,12,8,629.225,28
"Wiggles You make me feel like dancing",9,7,12,45,201,8
"Families of Thailand",9,7,12,47,959.3,23
"Signing time Volume 3 Everyday signs",9,7,12,48,419.7,26
Amphibians,9,7,12,50,597.8,7
"Earths seasons",9,7,12,50,508.2,7
Wind,9,7,12,50,621.31,7
Birds,9,7,12,50,598,7
Plants,9,7,12,50,580,7
Reptiles,9,7,12,50,597.9,7
Volcanoes,9,7,12,50,551.21,7
Climates,9,7,12,51,551.6,7
"Marine mammals",9,7,12,51,591.77,7
"Spanish Disc 5 Happy sad and silly",9,7,12,55,468.3421,19
"Baby signing time Volume 3 A new day",9,7,12,56,419,10
"Spanish 1 Eating and drinking",9,7,12,57,468.3421,15
"Lets go to school with Mei Mei",9,7,13,0,495.1824,8
"Lots lots of jets and planes Vol 3 Jumbo jets in action",9,7,13,5,629.13334,18
"Cinderella a dance fantasy",9,7,13,9,782.95,13
"English ESL 6 I can count",9,7,13,11,428.3461,36
"magic school bus Creepy crawly fun",9,7,13,13,534,18
"Early start Mandarin Chinese Volume 3 A wonderful day",9,7,13,27,495.18342,8
"Andy Warhol",9,7,13,40,700.92,9
Cat,9,7,13,46,599.75,10
"Schoolhouse rock Science",9,7,13,50,500,19
"Schoolhouse rock Grammar",9,7,13,50,428,19
"French Disc 6 I can count",9,7,13,54,448.3421,17
"Vamos a jugar Lets play",9,7,13,56,468.3421,13
"Super soccer skills",9,7,14,9,796.3342,15
"Skill building buddies Sharing and taking turns",9,7,14,12,618.92858,12
"British Isles",9,7,14,28,914.1,35
Germany,9,7,14,28,914.304,35
"little travelers Episode 4 Iran",9,7,14,28,915.5,35
"Lots lots of trucks Vol 2 Mighty tough trucks",9,7,14,43,629.224,14
"Awesome animal builders",9,7,14,57,591.564,33
"Wonders down under",9,7,14,57,591.994,33
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",9,7,15,21,613.6083,13
"Sid the science kid Rock and roll Easter",9,7,15,34,552,14
"Be the creature The complete first season",9,7,15,35,590,18
"Schoolhouse rock America",9,7,15,37,973,22
"Prehistoric park",9,7,15,38,567.9,13
"Amazing North America",9,7,15,39,591.97,23
"Wonders down under",9,7,15,39,591.994,23
"miracles of Jesus",9,7,15,41,232.955,15
"Noahs ark",9,7,15,41,222.11095,15
"fantasy garden ballet class",9,7,15,42,792.8,15
"Im a ballerina now",9,7,15,42,792.8,15
"Predator and prey",9,7,15,58,591.53,10
"Hard Hat Harrys boats ships and airplanes",9,7,15,58,797.1,10
"French 1 Eating and drinking",9,7,16,0,448.3421,25
"French Disc 4 In my home",9,7,16,0,448.3421,25
"French 2 Wake up smiling",9,7,16,0,448.3421,25
"French Disc 5 Happy sad and silly",9,7,16,0,448.3421,25
"French 3 Playtime",9,7,16,0,448.3421,25
"French Disc 6 I can count",9,7,16,0,448.3421,25
"Lots lots of jets and planes Vol 3 Jumbo jets in action",9,7,16,21,629.13334,7
"Deep sea dive",9,7,16,26,551.46,35
"Families of Israel",9,7,16,29,956.54,14
"Schoolhouse rock America",9,7,16,29,973,14
Israel,9,7,16,30,956.94,14
"Zoboomafoo Pets",9,7,16,35,590,10
"Zoboomafoo Wild creatures furry fashion",9,7,16,35,590,14
"Sid the science kid Sid wings it",9,7,16,42,629.1301,18
Seashore,9,7,16,55,578.7699,12
"Jazz class for kids",9,7,17,0,793.3,27
"Cooking with kids exploring Chinese food culture and language",9,7,17,1,641.5951,27
"Aunt Tiger",9,7,17,4,398.20951,11
"Crossing the snow a tale from Japan",9,7,17,4,398.20952,11
"Swan lake",9,7,17,13,792.842,14
"Abraham Lincoln",9,7,17,14,973.7092,14
"Kids love Spanish Volume 5 Colors shapes",9,7,17,22,468.3421,8
"Rock n learn Multiplication rap",9,7,17,23,513.213,8
"Lets play games with Mei Mei",9,7,17,26,495.1824,8
Cat,9,7,17,26,599.75,12
Nutcracker,9,7,17,58,792.842,18
"Shakespeare the animated tales Volume 1",9,8,12,10,822.33,19
"Activity TV Puppets",9,8,13,6,745.59224,15
"Families of Sweden",9,8,13,37,948.5,7
"Wild about safety Safety smart about fire",9,8,13,37,363.377,7
"Grand Canyon for kids",9,8,13,37,917.9132,7
"Activity TV Cartooning expert",9,8,14,17,741.5,12
"National park animals for kids",9,8,14,39,590.0973,19
"Families of France",9,8,15,2,944.084,17
"Families of Australia",9,8,15,27,994,10
"Im a potty pirate potty training for boys",9,8,15,35,649.62,8
"riddle in a bottle",9,8,15,40,553.7,10
Seashore,9,8,15,44,578.7699,15
"Better golf for kids Volume 1",9,8,15,55,796.35208,37
"Schoolhouse rock",9,8,15,58,372,26
"Signing time Volume 6 My favorite things",9,8,16,6,419.7,29
"Signing time Volume 12 Time to eat",9,8,16,6,419.7,29
"American Sign Language for kids Beginner level 1 volume 2",9,8,16,8,419.7,29
Cat,9,8,16,10,599.75,8
"Sid the science kid Gizmos and gadgets",9,8,16,19,621.8,22
"French 2 Wake up smiling",9,8,16,19,448.3421,29
"Storyland yoga",9,8,16,19,613.7046,26
"Sid the science kid Going going green",9,8,16,19,791.4575,22
"French 3 Playtime",9,8,16,19,448.3421,29
"Japanese Disc 3 Playtime",9,8,16,25,495.68342,21
"Barack Obama the story of our 44th president",9,8,16,25,973.93209,21
"Living room magic Volume 2",9,8,16,32,793.8,21
Mammal,9,8,16,40,599,10
"Johnny Appleseed",9,8,17,21,398.22,8
"I love airplanes",9,9,11,43,629.133,21
"Meet the letters",9,9,11,43,428.13,21
"Fish shellfish other underwater life",9,9,12,0,597,12
"magic school bus Super sports fun",9,9,12,27,530,11
"Sid the science kid Sid in motion",9,9,12,34,500,13
"Wild animal baby Wow Wetland other stories",9,9,12,40,591.39,11
"French 2 Wake up smiling",9,9,13,21,448.3421,11
"See my world",9,9,13,22,612.84,27
"Taste my world",9,9,13,22,612.87,27
"My 5 senses",9,9,13,24,612.8,27
"Touch my world",9,9,13,24,612.88,27
"Smell my world",9,9,13,30,612.86,27
"Fire trucks in action",9,9,13,30,628.9259,33
"Hear my world",9,9,13,31,612.85,27
"Wild about safety Safety smart in the water",9,9,13,41,797.0289,19
Puppytown,9,9,13,55,636.707,18
"Zoboomafoo Pets",9,9,13,56,590,18
"Im a ballerina now",9,9,13,56,792.8,18
"Lyric language French",9,9,13,56,448.3421,11
"Lets draw peoples bodies",9,9,14,0,743.4,15
"Ecosystems and biomes",9,9,14,6,577.82,26
"Activity TV Cartooning beginners",9,9,14,6,741.5,34
"Schoolhouse rock Grammar",9,9,14,50,428,10
"miracles of Jesus",9,9,14,51,232.955,15
"Kids love Spanish Volume 7 Basic phrases",9,9,15,29,468.3421,26
"Spanish Disc 5 Happy sad and silly",9,9,15,29,468.3421,26
"Baby animals",9,9,15,30,599.5,11
"Sid the science kid Sid wings it",9,9,15,36,629.1301,13
"Dino world",9,9,15,37,567.9,17
Cat,9,9,15,46,599.75,13
"Signing time Volume 8 The great outdoors",9,9,15,48,419.7,11
"Preschool fun Letters numbers",9,9,15,48,201,11
"estaciones The seasons",9,9,16,26,468.3421,12
Flight,9,9,16,35,629.132,16
"Spanish Disc 6 I can count",9,9,16,36,468.3421,14
"Sid the science kid Sids sense ational adventures",9,9,16,37,500,13
Nutcracker,9,9,16,47,792.842,20
"Schoolhouse rock America",9,9,16,48,973,12
"Activity TV Paper airplanes",9,9,17,4,745.592,19
"Kids who rip com Vol 4",9,9,17,4,796.046,19
"Ballet for boys",9,9,17,4,792.807,19
"Young Filmmakers Club Digital video editing",9,9,17,5,778.593,19
"potty movie for boys starring Henry",9,9,17,13,649.62,32
"First fun with Spanish",9,9,17,14,468.3421,20
"Spanish 3 Playtime",9,9,17,14,468.3421,20
Energy,9,9,17,22,531.6,33
"Sid the science kid Sids backyard campout",9,9,17,46,796.54,12
"Be a hula girl",9,9,17,50,793.31,16
