title,month(cout),day(cout),hour(cout),minute(cout),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",5,13,12,40,492.7071,3
"Kick to get fit Jr for kids",5,11,13,12,613.71,5
"Harriet Tubman",5,4,13,25,973.7115,12
"ballad of Mulan",5,4,13,25,398.22095,12
"Washington DC for kids",5,4,13,25,917.53,12
"Dance learn Chinese with Mei Mei",5,9,17,32,495.18342,6
"Early start Mandarin Chinese Volume 4 My healthy body",5,9,17,32,495.18342,6
"Play learn Chinese with Mei Mei 2",5,9,17,32,495.1824,6
"Play learn Chinese with Mei Mei 3",5,9,17,32,495.1824,6
"Lets go to school with Mei Mei",5,9,17,32,495.1824,6
Nutcracker,5,3,10,55,792.842,13
"Wiggles Celebration",5,3,10,55,782.42083,13
"Meet the letters",5,13,16,45,428.13,2
"Teaching signs for baby minds 1 Everyday signs",5,3,13,58,419.7,13
Nutcracker,5,2,13,14,792.842,14
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",5,2,13,14,468.24,14
"Eyewitness Planets",5,15,12,54,523.4,1
"Mickeys Around the world in 80 days",5,7,19,18,372.8,8
"Im a potty princess potty training for girls",5,9,19,16,649.62,6
Geometry,5,15,16,39,516,1
"YogaKids 2 ABCs",5,13,12,25,613.7046,3
"Peep and the big wide world Peeps new friends",5,13,12,25,372.35,3
"Sid the science kid Going going green",5,13,12,25,791.4575,3
"My gym at home fun with Monique",5,13,17,21,613.7042,3
"Arctic tale",5,4,11,41,599.786,13
"Wonders down under",5,12,15,8,591.994,4
"Awesome animal builders",5,12,15,8,591.564,4
"magic school bus Human body",5,10,10,49,612,7
"I spy A thing that flings and other stories",5,3,16,52,793.735,13
"Sid the science kid Sids sing along",5,13,13,52,782.42083,4
"Sid the science kid Sid in motion",5,13,13,52,500,4
"Classical baby The art show",5,16,11,40,700.103,1
"Puppy plays the classics",5,16,11,40,781.68,1
"Classical baby The music show",5,16,11,40,780.83,1
"All about rocks minerals",5,10,13,46,552,7
"Meet the shapes",5,6,15,45,516.15,11
"Taste my world",5,6,15,45,612.87,11
"Touch my world",5,6,15,45,612.88,11
Atmosphere,5,8,10,7,551.5,9
"Marine mammals",5,8,10,7,591.77,9
"Mister Maker Lets make it",5,13,15,49,745.5,4
"Teaching signs for baby minds 3 Dictionary alphabet",5,13,15,48,419.7,4
"Baby signing time Volume 2",5,3,10,53,419,14
"Wild about safety Safety smart at home",5,15,14,31,363.13,2
"Activity TV Cooking snacks",5,16,19,36,641.5123,0
"Barack Obama the story of our 44th president",5,17,17,32,973.93209,0
"Sid the science kid Sids sing along",5,6,17,38,782.42083,11
"Sea to shining sea stories of America",5,11,11,53,304.873,7
"Grandes hâroes y leyendas de la Biblia Los apÂ¢stoles",5,17,13,15,232.95,0
"Grandes hâroes y leyendas de la Biblia La ultima cena la crucificaciÂ¢n y la resurrecciÂ¢n",5,17,13,15,232.97,0
"Vamos a jugar Lets play",5,17,13,15,468.3421,0
"Historias de la Biblia",5,17,13,15,221.9505,0
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",5,17,13,15,468.24,0
"Lyric language Spanish",5,17,13,15,468.3421,0
"Arctic tale",5,13,17,28,599.786,4
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",5,7,17,24,438.3421,10
"Yay Planes",5,6,16,59,629.1333,11
"Preschool fun Planets dinosaurs",5,11,10,25,523.4,7
"Eyewitness Planets",5,12,17,13,523.4,5
"Activity TV Halloween Vol 3",5,11,14,36,745.59416,6
"Activity TV Christmas Vol 2",5,11,14,36,745.59412,6
"Animal atlas Animal passport",5,7,17,13,590.96,10
"Wonders down under",5,7,17,13,591.994,10
"Skill building buddies Handling transitions and change",5,1,14,36,618.92858,16
"Mighty machines Mega machines",5,4,14,5,629.225,13
"Once upon a potty for him",5,7,17,0,649.62,10
"Go potty go potty training for tiny toddlers",5,7,16,59,649.62,10
"potty movie for boys starring Henry",5,7,16,59,649.62,10
"I can go potty potty training for boys and girls",5,8,16,10,649.62083,9
"Sleeping beauty",5,5,13,42,792.842,13
"Wiggles Here comes the big red car",5,17,17,54,782.42083,0
"Wiggles You make me feel like dancing",5,17,17,54,201,0
"Wiggles Ukulele baby",5,17,17,54,791.42083,0
"Rock n learn Alphabet",5,4,13,14,372.41,14
"Wiggles Big big show",5,4,12,1,782.42083,14
"Wiggles Celebration",5,4,13,14,782.42083,14
"Mighty machines Mega machines",5,4,12,1,629.225,14
Dog,5,12,15,47,599.77,5
"Creepy creatures",5,4,16,2,590,13
"Lots lots of big trains Vol 1 Giant railroad action",5,4,11,38,625.2,14
"Wiggles Getting strong",5,4,13,53,782.42083,14
"Wiggles Hot poppin popcorn",5,4,13,53,782.42083,14
"Sid the science kid Sids sense ational adventures",5,12,14,1,500,6
"Sid the science kid Sid in motion",5,12,14,1,500,6
"NÂ£meros y figuras Numbers shapes",5,12,15,47,782.42083,6
"Aunt Tiger",5,7,19,4,398.20951,10
"flower of fern",5,7,19,4,398.20943,10
"magic gourd",5,7,19,4,398.20951,10
"shepherdess and the chimney sweep",5,7,19,4,398.20948,10
"Fun damentals dance laugh learn about ABCs numbers colors shapes",5,4,12,11,372.465,14
"Play learn Chinese with Mei Mei 1",5,3,16,12,495.1824,15
Horse,5,13,18,15,636.1,4
"magic school bus Bugs bugs bugs",5,5,15,59,595.7,13
"Mandarin Chinese 2 Wake up smiling",5,6,16,57,495.13421,12
"All about airplanes and flying machines",5,11,12,57,629.133,8
"Popular mechanics for kids Lightning and other forces of nature",5,11,12,57,551.5632,8
"Sid the science kid Sids backyard campout",5,18,12,1,796.54,1
"Between the lions Shooting stars",5,5,13,28,372.465,14
"Between the lions Fuzzy Wuzzy Wuzzy",5,17,16,51,372.465,1
"Between the lions Farmer Kens puzzle",5,11,17,32,372.465,7
"Sid the science kid Going going green",5,18,16,55,791.4575,0
"animated Passion for the whole family",5,18,16,55,232.96,0
"Signing time Volume 2 Playtime signs",5,4,14,55,419.7,14
"Signing time Volume 4 Family feelings and fun",5,4,14,55,419.7,14
"Edgar Degas",5,15,15,46,759.4,3
"American Sign Language for kids and adults Volume 2 Visiting the zoo",5,7,15,37,419.7,11
"King March",5,7,18,36,398.20942,11
"raspberry worm",5,15,19,49,398.20948,3
Redhill,5,7,18,36,398.20959,11
"enchanted lion",5,7,15,37,398.20943,11
"iKnow animals letters sounds Vol 1",5,7,15,37,372.465,11
"world of learning Volume 1",5,5,15,17,629.2222,13
"I love toy trains The final show",5,8,17,35,625.19,10
"English ESL 3 Playtime",5,5,14,1,428.3461,14
"English ESL 1 Eating and drinking",5,5,14,1,428.3461,14
"English ESL 5 Happy sad and silly",5,5,14,1,428.3461,14
"English ESL 4 In my home",5,5,14,1,428.3461,14
"Schoolhouse rock Science",5,14,16,23,500,4
"Dino world",5,14,16,23,567.9,4
"Schoolhouse rock America",5,14,16,23,973,4
Seashore,5,14,16,23,578.7699,4
"Shalom Sesame Disc 1 Rehov Sumsum Disc 1",5,7,12,28,956.94,12
Nutcracker,5,13,14,56,792.842,6
"Families of China",5,13,18,1,951,5
"Signing time Volume 9 The zoo train",5,13,18,1,419.7,5
"Read along stories on DVD",5,7,12,45,372.4,12
"Wiggles The Wiggles go bananas",5,1,18,54,782.42083,17
"Wiggles Its always Christmas with you",5,1,18,54,782.42083,17
"Wiggles Lets eat",5,1,18,54,782.42083,17
"Im a potty princess potty training for girls",5,1,18,54,649.62,17
"Schoolhouse rock Science",5,5,15,18,500,14
"Lots lots of trucks Vol 1 Hard workin trucks",5,5,15,18,629.224,14
"More families of Mexico",5,8,18,57,972.0836,10
"Rip roaring roller coasters and all access to fun",5,5,15,17,791.068,14
"Learn Spanish with Carlos Chiquitita Level 1 volume 1",5,2,18,21,468.2421,16
"Sleeping beauty",5,5,14,19,792.842,14
Ummemo,5,5,14,19,398.20968,14
"English ESL 4 In my home",5,5,14,19,428.3461,14
"Early start Mandarin Chinese Volume 6 Happy birthday",5,5,14,19,495.18342,14
"Get fit kids vol 1 Hustle bustle move your muscles",5,5,14,19,613.7042,14
"Wiggles Lets eat",5,16,10,25,782.42083,4
"Animal atlas Superhero animals",5,16,10,25,590,4
"Baby signing time Volume 3 A new day",5,7,17,11,419,12
"magic school bus Creepy crawly fun",5,7,17,12,534,12
"Edgar Degas",5,7,17,11,759.4,12
"magic school bus catches a wave",5,13,12,5,553.7,6
"magic school bus Human body",5,13,12,5,612,6
"Signing time Volume 3 Everyday signs",5,7,11,10,419.7,13
"YogaKids 2 more poses more fun",5,9,14,44,613.7046,10
"Sid the science kid Sids backyard campout",5,13,11,45,796.54,7
"culture of Mexico",5,13,11,45,972,7
"Sid the science kid Sids sing along",5,8,15,56,782.42083,11
"Baby animals",5,8,15,56,599.5,11
"Schoolhouse rock Multiplication rock",5,7,16,31,513.213,12
"Preschool fun Letters numbers",5,8,15,56,201,11
"Ready for beginning math",5,8,17,37,372.7049,11
Fire,5,8,17,37,353.979,11
"Math cure",5,8,17,37,510,11
"Germs your health",5,8,17,37,616.9041,11
"Lots lots of jets and planes Vol 2 Adventures in the air",5,20,10,53,629.13334,0
Geography,5,16,12,21,910,4
"This fragile planet preserving nature and balancing the environment",5,16,12,21,304.2083,4
"Teletubbies Go exercise with the Teletubbies",5,15,16,9,613.7042,4
"best of Mighty machines flying racing rolling",5,10,16,33,629.225,9
"Rock n learn Multiplication rap",5,10,16,33,513.213,9
"Prehistoric life",5,10,16,33,576.8,9
"Rock n learn Physical science",5,1,18,39,500.2,18
"How things work",5,1,18,39,621.8,18
"1st 7th grade math tutor 7 hour video course",5,1,18,39,513.2,18
"All about motion balance",5,16,11,29,531.11,4
"Rock n learn Multiplication rap",5,1,18,39,513.213,18
"Rock n learn Earth science",5,1,18,39,550,18
"Eyewitness Weather",5,1,18,39,551.55,18
Electricity,5,2,16,0,537,17
India,5,8,16,27,305.8914,11
"miracles of Jesus",5,8,16,27,232.955,11
"Tibet for kids",5,7,19,9,951.5,12
"Activity TV Magic Vol 2",5,6,19,47,793.8,13
"English ESL 2 Wake up smiling",5,6,19,47,428.3461,13
"English ESL 1 Eating and drinking",5,6,19,47,428.3461,13
"French Disc 5 Happy sad and silly",5,6,19,47,448.3421,13
"I spy A mumble monster mystery other stories",5,6,16,55,793.735,13
"Lets talk geography maps and globes",5,13,16,44,912,7
"Japanese Disc 3 Playtime",5,10,16,47,495.68342,9
"Chinese for kids Beginner level 1 volume 2",5,13,19,39,495.18342,6
"Linnea in Monets garden",5,9,10,44,759.4,11
"Free to be you and me",5,16,16,16,810.8,4
"Arctic tale",5,1,17,22,599.786,19
"Hot potatoes the best of the Wiggles",5,18,17,33,782.42083,2
"Shakespeare the animated tales Volume 3",5,11,11,37,822.33,9
"Mary Cassatt",5,18,10,25,759.13,2
"All your childs favorites",5,6,19,34,649.68,13
"Free to be you and me",5,18,10,25,810.8,2
"boy who had no story",5,13,16,55,398.20941,7
"Sid the science kid Sids sing along",5,17,17,9,782.42083,3
"Sid the science kid Sid in motion",5,13,15,48,500,7
"Wiggles Ukulele baby",5,9,10,9,791.42083,11
"All about simple machines",5,15,16,22,621.8,5
"Im a potty pirate potty training for boys",5,14,11,41,649.62,6
Cat,5,11,11,10,599.75,9
"Rainbows in the sea",5,16,17,30,577.789,4
"Environment ecosystems",5,16,17,31,577.82,4
"Lots lots of jets and planes Vol 3 Jumbo jets in action",5,10,17,41,629.13334,10
"Lots lots of trucks Vol 1 Hard workin trucks",5,6,16,27,629.224,14
"Sesame Street Big Bird in China",5,19,17,55,915.104,1
"Elmos potty time",5,9,11,17,649.62083,12
"School house rock Money rock",5,9,11,29,332.024,12
"Schoolhouse rock Science",5,9,11,29,500,12
"Read along stories on DVD",5,9,11,29,372.4,12
"Kung fu for kids",5,9,11,30,796.8159,12
"magic school bus Space adventures",5,9,11,29,523,12
"ultimate collection",5,9,11,30,629.04,12
Weather,5,18,12,48,551.5,3
"All about big machines",5,9,11,8,629,12
"I love toy trains Parts 1 2 3",5,13,16,22,625.19,7
"I love toy trains Parts 10 11 12",5,13,16,22,625.19,7
"AstroPuppies in space an amazing adventure for young astronauts",5,7,14,2,523.2,13
"Babies toddlers",5,7,13,53,419,13
"Mighty machines Tremendous tools",5,7,12,2,621.8,14
"Drawing power Vol 5 My ultimate room",5,8,12,54,747.77083,13
"Wild animal baby Wow Wetland other stories",5,20,10,30,591.39,1
"Schoolhouse rock America",5,6,11,40,973,15
"emperors egg",5,20,10,30,598.47,1
"Reading for children Identifying letters sounds",5,21,10,59,372.465,0
"world of learning Volume 2",5,9,11,23,629.13334,12
"Baby see n sign Vol 1 Object word association",5,9,11,23,649.122,12
"Mom Dad me aprendemos EspaÂ¤ol",5,14,13,9,468.3421,7
"world of learning Volume 2",5,17,12,46,629.13334,4
Amphibian,5,14,13,12,597.8,7
"Sid the science kid Sids backyard campout",5,10,17,12,796.54,10
"magic school bus catches a wave",5,8,14,13,553.7,13
"Budding ballerinas pre ballet with Mary Carpenter",5,14,15,58,792.8,6
Dinosaurs,5,7,15,20,567.9,13
Fish,5,7,15,20,597,13
"Lakes ponds",5,7,15,20,551.482,13
"Elmos potty time",5,17,16,18,649.62083,3
"Earths seasons",5,1,11,57,508.2,20
"Mighty machines Lights ladders",5,14,18,54,629.224,6
"Water weather",5,1,11,57,551.5,20
"Globe toddlers Adventures in France",5,1,11,58,448.2421,20
"Fun on the farm introducing Doodle the Rooster and his animated friends",5,1,11,58,630.68,20
"Abraham Lincoln sixteenth president",5,11,10,41,973.7092,10
Fire,5,17,11,30,353.979,4
"Renewable energy",5,18,12,34,621.042,3
Erosion,5,18,12,34,551.3,3
"Popular mechanics for kids Firefighters and other life saving heroes",5,7,19,2,363.37092,13
Deserts,5,18,11,42,577.54,3
"Sid the science kid Sid in motion",5,10,14,3,500,11
"Signing time Series 2 volume 3 Move and groove",5,14,17,42,419.7,6
"way things work Engines",5,9,19,42,621.43,11
"Hot potatoes the best of the Wiggles",5,20,18,49,782.42083,0
"Teaching signs for baby minds 1 Everyday signs",5,10,14,3,419.7,11
"School house rock Money rock",5,7,15,34,332.024,14
"Seeds and plants",5,3,16,26,580,18
Fish,5,3,16,26,597,18
Insect,5,3,16,26,595.7,18
Plant,5,3,16,26,581.7,18
"magic school bus Creepy crawly fun",5,9,17,36,534,11
"Bugz from a bugs eye view",5,7,13,31,595.7,14
Cat,5,7,17,3,599.75,14
Reptile,5,12,15,48,597.957,9
Bird,5,7,17,3,598,14
Migration,5,8,17,34,591.568,13
"Kid guides Zoos",5,8,17,34,590.7373,13
"Animal atlas Fun on the farm",5,8,17,36,630.68,13
Predators,5,8,17,36,591.53,13
"Wonders down under",5,8,17,36,591.994,13
"magic school bus Creepy crawly fun",5,13,18,14,534,7
"fiesta de Fritzi Fritzis party",5,7,17,53,468.3421,14
"Signing time Series 2 volume 7 My favorite sport",5,7,17,54,419.7,14
"show del Topo Gigio Vol II",5,7,17,54,791.45097,14
"estaciones The seasons",5,7,17,53,468.3421,14
"Wiggles The Wiggles go bananas",5,4,16,17,782.42083,17
"Sid the science kid The ruler of thumb",5,16,17,33,530.8,5
"Mandarin Chinese Disc 4 In my home",5,8,15,40,495.13421,13
"French Disc 6 I can count",5,8,15,40,448.3421,13
"French 2 Wake up smiling",5,8,15,40,448.3421,13
"Muzzy level II French",5,15,13,57,448.3421,7
"Podna and Podni a story from Pakistan",5,17,13,13,398.20954,5
"Baby sign language basics",5,6,16,29,419,15
"French for kids Beginner level 1 volume 2",5,15,13,56,448.2421,7
"Learn French with Pânâlope Pezi Beginners level 1 volume 1",5,15,13,56,448.2421,7
"art of crochet 4 kids",5,21,10,27,746.434,1
"Spanish 2 Wake up smiling",5,14,11,8,468.3421,8
"Im a potty princess potty training for girls",5,15,12,4,649.62,7
"Drawing power Vol 6 Wizards castles dragons",5,15,12,4,743.8,7
"Signing time Series 2 volume 7 My favorite sport",5,15,12,42,419.7,7
"Drawing power Vol 3 Pirate drawing adventure",5,15,12,4,743.4,7
"Muzzy Chinese Level II",5,20,14,51,495.18342,2
"Meet the colors",5,8,14,58,535.6,14
"John Deere action 2",5,17,11,40,629.2252,5
"Hot potatoes the best of the Wiggles",5,8,15,0,782.42083,14
"Shalom Sesame Volume 9 Countdown to Shavuot",5,13,14,16,394.267,9
"Rock n learn Addition subtraction rap",5,1,18,8,513.21,20
"Shalom Sesame Volume 3 Shabbat shalom Grover",5,13,14,16,296.43,9
"Im a potty pirate potty training for boys",5,1,18,8,649.62,20
"Amazing North America",5,17,14,46,591.97,5
"Polar prowl",5,17,14,46,591.70911,5
"Wonders down under",5,17,14,46,591.994,5
"Introduction to robotics",5,17,17,28,629.892,4
"Silly songs sing a long",5,22,13,54,782.42083,0
"Mighty machines Mega machines",5,21,15,56,629.225,1
"Mighty machines Big wheels rollin",5,21,15,55,629.225,1
"world of learning Volume 2",5,21,15,55,629.13334,1
"Puppytown Growing up",5,9,13,28,636.73,13
"Storyland yoga",5,9,13,28,613.7046,13
"Dirt monsters",5,9,13,28,681.76,13
"I spy A rockin bronco and other stories",5,9,13,28,793.735,13
"Activity TV Cooking snacks",5,21,19,32,641.5123,0
"Barack Obama the story of our 44th president",5,9,18,12,973.93209,12
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",5,17,16,37,438.3421,5
"Signing time Volume 12 Time to eat",5,8,15,53,419.7,14
"Loose at the zoo",5,8,17,34,590.73,13
"Touch my world",5,17,11,25,612.88,5
"Hard Hat Harrys boats ships and airplanes",5,21,14,2,797.1,1
Fish,5,1,18,25,597,20
"Animal atlas Animal ABCs",5,14,16,38,421.1,8
"Alphabet phonics fun",5,14,16,38,411,8
"Meet the phonics Letter sounds",5,14,16,38,372.465,8
Vietnam,5,14,18,55,959.7,7
"All about the water cycle",5,1,15,25,551.48,21
Wind,5,1,15,25,621.31,21
"Signing time Volume 3 Everyday signs",5,3,11,38,419.7,19
"Sid the science kid Sids sing along",5,15,12,48,782.42083,7
"Sid the science kid Sids backyard campout",5,8,18,39,796.54,14
"Schoolhouse rock Science",5,13,17,6,500,9
"magic school bus Space adventures",5,13,17,6,523,9
"Wiggles The Wiggles go bananas",5,14,11,9,782.42083,8
"Hot potatoes the best of the Wiggles",5,8,12,27,782.42083,14
"Wiggles Here comes the big red car",5,8,12,27,782.42083,14
"Wiggles Ukulele baby",5,14,11,9,791.42083,8
"Between the lions Animal stories 8 stories fun activities",5,22,14,23,372.465,0
"Martin Luther King Jr",5,11,11,10,323.092,11
"Bugs bugs bugs",5,16,10,51,595.7,7
"More families of Mexico",5,16,10,51,972.0836,7
"Kung fu for kids",5,16,10,51,796.8159,7
"Sid the science kid The bug club",5,20,13,57,507,2
Spanish,5,9,11,33,468.30832,13
"Meet the letters",5,6,14,52,428.13,16
"Spanish 3 Playtime",5,13,15,11,468.3421,9
"fiesta the party",5,16,12,1,468.3421,6
"Zoboomafoo Pets",5,9,13,19,590,13
"Signing time Series 2 volume 9 My things",5,8,11,37,419.7,15
"smart fitness workout brain based physical fitness routines",5,9,11,30,613.7042,14
"fundamentals of baseball",5,6,13,22,796.3572,16
"science of Disney imagineering Magnetism",5,16,12,42,531.55,7
"Ballet for boys",5,7,16,31,792.807,15
"National park animals for kids",5,15,10,56,590.0973,8
"magic school bus Holiday special",5,5,16,54,333.72,17
"Rock n learn Physical science",5,5,16,54,500.2,17
"What makes a fish a fish",5,17,13,10,597,6
"Monarch and milkweed",5,17,13,10,595.789,6
"Rock n learn Human body",5,6,15,14,612,16
"Buried treasures",5,6,15,14,567.9,16
"Signing time Practice time 123s Level 1",5,6,15,48,419.7,16
"Signing time Volume 5 ABC signs",5,6,15,48,419.7,16
"Teaching signs for baby minds 2 Concepts combinations",5,6,15,48,419.7,16
"Schoolhouse rock Science",5,11,15,45,500,11
"Activity TV Magic Vol 1",5,8,16,42,793.8,14
Gravity,5,21,13,32,531.14,2
"iKnow animals letters sounds Vol 2",5,11,15,40,372.465,11
"See my world",5,9,12,21,612.84,14
"Spanish 1 Eating and drinking",5,11,16,53,468.3421,11
"Danger Rangers Mission 547 safety rules",5,14,15,30,613.6,9
"Meet the sight words 3",5,10,17,33,372.462,12
"Adventures with trains",5,1,14,4,625.1,22
"Blast off a kids introduction to the space program",5,1,14,4,629.40973,22
"Activity TV Cooking snacks",5,22,18,37,641.5123,0
